Trade,Entry_Date,Entry_Price,Shares,Investment,Exit_Date,Exit_Price,Revenue,Profit_Loss,Profit_Loss_Pct,Hold_Days,Final_Capital
1,2025-09-12,169.77999877929688,588,99830.63928222656,2025-10-29,185.19000244140625,108891.72143554688,9061.082153320312,9.07645410113437,47,109061.08215332031
