ds,Close,High,Low,Open,Volume
2025-09-12 04:00:00,1102.300048828125,1107.800048828125,1102.0999755859375,1103.5,48177
2025-09-12 04:30:00,1101.699951171875,1104.4000244140625,1100.300048828125,1102.5999755859375,18129
2025-09-12 05:00:00,1106.5,1107.0,1101.300048828125,1101.5,69903
2025-09-12 05:30:00,1107.800048828125,1108.9000244140625,1104.5,1106.0999755859375,86585
2025-09-12 06:00:00,1104.300048828125,1108.800048828125,1103.4000244140625,1107.699951171875,79744
2025-09-12 06:30:00,1097.9000244140625,1105.199951171875,1096.5999755859375,1103.800048828125,73855
2025-09-12 07:00:00,1097.5999755859375,1098.4000244140625,1095.199951171875,1097.9000244140625,63884
2025-09-12 07:30:00,1100.5,1101.0999755859375,1097.0,1098.0,50157
2025-09-12 08:00:00,1100.5999755859375,1101.5999755859375,1099.0,1100.699951171875,88346
2025-09-12 08:30:00,1101.0999755859375,1102.800048828125,1096.800048828125,1100.5999755859375,124867
2025-09-12 09:00:00,1102.0999755859375,1102.800048828125,1100.4000244140625,1101.0,133539
2025-09-12 09:30:00,1103.0,1105.5,1102.0,1102.0999755859375,265394
2025-09-15 04:00:00,1097.5,1099.300048828125,1097.300048828125,1098.800048828125,26482
2025-09-15 04:30:00,1096.5,1097.800048828125,1095.5,1097.800048828125,12769
2025-09-15 05:00:00,1095.199951171875,1096.800048828125,1093.699951171875,1096.800048828125,14275
2025-09-15 05:30:00,1091.300048828125,1095.199951171875,1090.9000244140625,1095.199951171875,44444
2025-09-15 06:00:00,1104.0999755859375,1105.0999755859375,1091.0,1091.300048828125,417831
2025-09-15 06:30:00,1101.699951171875,1106.300048828125,1101.0999755859375,1104.199951171875,35731
2025-09-15 07:00:00,1100.5,1103.0,1100.4000244140625,1101.9000244140625,30208
2025-09-15 07:30:00,1100.0,1103.800048828125,1098.0,1100.5,66910
2025-09-15 08:00:00,1100.4000244140625,1101.0999755859375,1097.5999755859375,1100.0,75361
2025-09-15 08:30:00,1102.800048828125,1103.300048828125,1099.0999755859375,1100.9000244140625,167498
2025-09-15 09:00:00,1101.9000244140625,1103.5,1098.5,1102.5,243992
2025-09-15 09:30:00,1102.5999755859375,1103.199951171875,1100.0999755859375,1102.0,322889
2025-09-16 05:00:00,1095.800048828125,1099.300048828125,1095.0,1098.300048828125,72087
2025-09-16 05:30:00,1096.0999755859375,1096.800048828125,1095.800048828125,1096.199951171875,26165
2025-09-16 06:00:00,1096.0999755859375,1096.9000244140625,1095.5,1096.0,25522
2025-09-16 06:30:00,1098.0,1098.300048828125,1096.0,1096.0999755859375,16616
2025-09-16 07:00:00,1098.0,1098.5,1096.9000244140625,1098.0,28965
2025-09-16 07:30:00,1097.5,1098.5,1097.300048828125,1098.199951171875,51229
2025-09-16 08:00:00,1091.300048828125,1097.5,1090.0,1097.4000244140625,68179
2025-09-16 08:30:00,1091.9000244140625,1093.800048828125,1091.0,1091.9000244140625,36719
2025-09-16 09:00:00,1090.199951171875,1092.300048828125,1089.5,1091.9000244140625,26660
2025-09-16 09:30:00,1092.0999755859375,1097.0,1089.699951171875,1090.199951171875,166585
2025-09-17 04:00:00,1121.800048828125,1127.0,1119.5,1123.4000244140625,423016
2025-09-17 04:30:00,1119.5999755859375,1123.0,1118.0,1121.800048828125,135576
2025-09-17 05:00:00,1124.800048828125,1128.0,1119.0,1119.699951171875,251953
2025-09-17 05:30:00,1123.5999755859375,1125.5,1122.199951171875,1124.800048828125,125857
2025-09-17 06:00:00,1125.300048828125,1129.5,1122.9000244140625,1123.5,181092
2025-09-17 06:30:00,1125.5,1127.300048828125,1124.0,1125.199951171875,159269
2025-09-17 07:00:00,1128.699951171875,1129.199951171875,1125.0,1125.4000244140625,122829
2025-09-17 07:30:00,1128.0999755859375,1130.0,1126.699951171875,1128.699951171875,156935
2025-09-17 08:00:00,1133.800048828125,1134.5,1127.0,1127.800048828125,214116
2025-09-17 08:30:00,1133.199951171875,1134.0,1131.4000244140625,1133.800048828125,188587
2025-09-17 09:00:00,1134.9000244140625,1135.800048828125,1132.5999755859375,1133.199951171875,196568
2025-09-17 09:30:00,1135.699951171875,1138.699951171875,1134.300048828125,1135.0,424103
2025-09-18 04:00:00,1133.0999755859375,1135.9000244140625,1131.0,1134.300048828125,53545
2025-09-18 04:30:00,1134.5999755859375,1137.199951171875,1132.800048828125,1133.0999755859375,54899
2025-09-18 05:00:00,1134.9000244140625,1135.5,1134.0,1134.699951171875,27717
2025-09-18 05:30:00,1134.0,1135.5,1132.0,1134.9000244140625,63243
2025-09-18 06:00:00,1134.300048828125,1135.300048828125,1132.300048828125,1134.0,35570
2025-09-18 06:30:00,1132.800048828125,1134.5999755859375,1131.699951171875,1134.300048828125,31017
2025-09-18 07:00:00,1130.4000244140625,1133.0,1128.5999755859375,1133.0,47907
2025-09-18 07:30:00,1127.5999755859375,1130.300048828125,1126.800048828125,1129.9000244140625,39772
2025-09-18 08:00:00,1127.9000244140625,1129.0999755859375,1127.0999755859375,1127.0999755859375,26019
2025-09-18 08:30:00,1127.9000244140625,1131.9000244140625,1127.0,1128.9000244140625,74620
2025-09-18 09:00:00,1129.9000244140625,1130.5999755859375,1125.0999755859375,1128.0,199894
2025-09-18 09:30:00,1128.0,1130.800048828125,1128.0,1130.0,223023
2025-09-19 04:00:00,1115.699951171875,1121.699951171875,1114.5999755859375,1121.5999755859375,108298
2025-09-19 04:30:00,1118.5,1119.800048828125,1114.5999755859375,1115.5,47183
2025-09-19 05:00:00,1124.0,1124.0999755859375,1117.5999755859375,1118.800048828125,117143
2025-09-19 05:30:00,1125.199951171875,1126.0,1122.0,1124.0,130660
2025-09-19 06:00:00,1125.0,1125.800048828125,1122.699951171875,1125.199951171875,84960
2025-09-19 06:30:00,1125.0,1125.4000244140625,1122.0999755859375,1125.0,55924
2025-09-19 07:00:00,1126.4000244140625,1126.9000244140625,1124.5999755859375,1125.199951171875,43400
2025-09-19 07:30:00,1126.300048828125,1127.300048828125,1125.0,1126.4000244140625,66124
2025-09-19 08:00:00,1126.0,1127.300048828125,1125.0,1126.5,28607
2025-09-19 08:30:00,1125.0,1127.199951171875,1125.0,1126.300048828125,32367
2025-09-19 09:00:00,1127.9000244140625,1129.699951171875,1125.0,1125.300048828125,64943
2025-09-19 09:30:00,1129.0999755859375,1131.300048828125,1123.800048828125,1127.699951171875,615238
2025-09-22 04:00:00,1130.9000244140625,1131.300048828125,1124.5999755859375,1126.300048828125,66343
