ds,Close,High,Low,Open,Volume
2015-12-07,393.0851135253906,394.420278917148,386.22876832920963,386.84221317400056,788606
2015-12-08,383.0171813964844,394.0594992127074,381.50154150777274,393.3017012935193,1061492
2015-12-09,380.5993957519531,387.92487851995264,378.975524167451,383.23369394250204,1223560
2015-12-10,388.82696533203125,390.08997635631164,378.03723377168455,382.80061606488204,702931
2015-12-11,387.5278625488281,392.5438292385553,386.19265308591616,389.7291014413481,926348
2015-12-14,392.3633728027344,393.3376778709088,380.346708693521,380.346708693521,773988
2015-12-15,375.2586669921875,395.5029227498841,372.84087634444717,395.5029227498841,2697637
2015-12-16,377.71246337890625,383.23364366196495,375.36687139792434,377.13509570134596,1399927
2015-12-17,382.5119323730469,384.06364934148513,375.7277408579962,379.26418955101155,2067366
2015-12-18,377.64031982421875,381.06849281832297,376.37730872112775,379.4085441786125,1534964
2015-12-21,376.6299133300781,378.47033627547694,371.0005009244475,374.8617329320812,874232
2015-12-22,374.96990966796875,380.2023837493194,374.50081773225094,378.1815749831391,666767
2015-12-23,373.8873596191406,378.9394039758715,372.84085590660874,378.9033267548182,697224
2015-12-24,373.093505859375,376.5577562346003,372.40786241888594,375.29474507329587,453150
2015-12-28,374.4286804199219,375.6556143874502,369.8096944926208,372.44394854755785,1083432
2015-12-29,374.53692626953125,376.7381653605179,373.85128286733385,375.9803675161233,570433
2015-12-30,379.0115661621094,381.06845211875606,374.7533972777729,374.9338274160867,1227498
2015-12-31,376.485595703125,379.62506291891833,375.5473236153406,377.6764083486216,421683
2016-01-01,375.3307800292969,378.8311512837819,374.2121219367551,378.8311512837819,312042
2016-01-04,372.6965026855469,376.232906884361,364.4688709489454,375.33075621369534,2684305
2016-01-05,376.6659851074219,377.6763674806016,372.8408308258055,373.09345945684646,1707124
2016-01-06,378.9754943847656,380.34678123515823,375.87210441056044,376.738177997633,1456740
2016-01-07,368.65484619140625,377.06290817482403,363.7471552872781,376.0885590072516,2014798
2016-01-08,376.84649658203125,379.80553395326615,370.06230410363366,372.4078964748415,1426135
2016-01-11,366.12884521484375,373.1295437233949,365.082363578107,373.1295437233949,1791903
2016-01-12,366.2010498046875,367.5723146211727,359.4168801664188,366.5980093733846,1836753
2016-01-13,364.07196044921875,369.701372241364,358.5147030959445,366.63405973374904,1431164
2016-01-14,370.9643859863281,372.4078271769364,356.56605129994466,358.6951358661577,2022474
2016-01-15,375.691650390625,382.47584166647965,369.412694371172,374.57299226809835,1612782
2016-01-18,373.4182434082031,380.3106660946124,371.10872875638677,372.407816982306,1035936
2016-01-19,369.88177490234375,376.4494141634063,368.14965002002873,373.8512378525152,978429
2016-01-20,365.912353515625,370.09832429212815,363.45850781818643,366.0927836702185,2002842
2016-01-21,366.1649169921875,372.6243025504318,365.5875273504224,366.63403093382226,1873696
2016-01-22,371.1448059082031,372.9491073467457,363.5306626476192,370.24265518893185,894565
2016-01-25,371.3613586425781,378.0011975577159,370.60356075587043,373.1295830784518,689789
2016-01-27,363.0615234375,372.1191077686867,361.5820050810662,370.9643724783793,2171390
2016-01-28,360.8964538574219,367.53629359747845,357.9013171364282,364.46898039612495,2091098
2016-01-29,361.8707275390625,364.938040284899,355.77220129479326,360.86032303958496,1583928
2016-02-01,359.1282043457031,374.14000726893397,358.0817005800216,364.4328555947154,2717866
2016-02-02,342.4203186035156,360.3911556229891,340.72427093151157,357.9733874118483,5733789
2016-02-03,340.7965087890625,344.116406247081,335.9609714956004,339.93043517599955,2019903
2016-02-04,338.811767578125,345.63201449798777,335.6722783490614,345.63201449798777,1465102
2016-02-05,342.8894958496094,343.7555474413572,337.837451142996,340.57998088794784,1196754
2016-02-08,339.677734375,347.8692661042718,337.9095324408113,340.2912011787638,598666
2016-02-09,323.51123046875,337.6569573884228,322.2121423131849,335.6000494544757,2352111
2016-02-10,317.8457336425781,323.25863790088215,315.21145797523627,323.25863790088215,2686031
2016-02-11,311.74725341796875,319.79443451444735,309.61816862319694,317.8457798878709,1731120
2016-02-12,310.3398742675781,316.94361369870387,306.9117012378781,316.1136393702307,1443312
2016-02-15,310.5563659667969,316.9075204741021,308.96859385884414,311.89155348439596,1888109
2016-02-16,305.1795654296875,314.95887091992665,302.8700506594017,313.91238924680124,979478
2016-02-17,310.01507568359375,311.4224396671264,299.6223034230262,304.8187005658924,1169666
2016-02-18,309.9068603515625,314.59804484368607,305.2156758594389,313.9124234022455,1262032
2016-02-19,317.91790771484375,319.39742605759426,307.84989706000624,309.3294374279204,1644603
2016-02-22,311.5668029785156,318.9283401468265,307.84992413538686,317.95401289693024,1155619
2016-02-23,309.3294677734375,312.071997369344,306.009548455911,311.5668061412379,1074713
2016-02-24,304.6021728515625,308.89641926590923,301.931819825344,306.73125744862483,822293
2016-02-25,300.4523010253906,305.8652059587702,296.6271903492023,304.49394111401404,2406282
2016-02-26,301.4987487792969,306.69514536006426,296.8436425913109,302.58132956485986,1912583
2016-02-29,299.9110107421875,306.00955911480145,294.02899178216035,301.31837483591886,1555018
2016-03-01,311.96380615234375,313.9485382909648,300.2358435150376,300.95756429271796,1570024
2016-03-02,328.7798156738281,332.5327716627247,313.2628225305865,316.4384108404983,2339747
2016-03-03,333.25445556640625,334.87832676299405,326.36203329762094,331.7749372862469,2371409
