ds,Close,High,Low,Open,Volume
2022-12-23 03:45:00,909.75,917.25,909.3499755859375,914.8499755859375,0
2022-12-23 04:45:00,912.3499755859375,913.0,908.2999877929688,909.9500122070312,712581
2022-12-23 05:45:00,908.3499755859375,912.7000122070312,906.7000122070312,912.4500122070312,986167
2022-12-23 06:45:00,909.0999755859375,910.6500244140625,906.5999755859375,908.3499755859375,631460
2022-12-23 07:45:00,907.0999755859375,910.4000244140625,906.5,909.0999755859375,740523
2022-12-23 08:45:00,906.5999755859375,909.6500244140625,904.0499877929688,907.0999755859375,1471976
2022-12-23 09:45:00,908.0,908.5,905.25,906.6500244140625,475658
2022-12-26 03:45:00,915.9000244140625,916.75,905.0999755859375,908.2000122070312,0
2022-12-26 04:45:00,915.0999755859375,920.5,914.1500244140625,915.9000244140625,511283
2022-12-26 05:45:00,925.4000244140625,926.75,915.0,915.4000244140625,676187
2022-12-26 06:45:00,924.2999877929688,926.0499877929688,922.0999755859375,925.6500244140625,483225
2022-12-26 07:45:00,927.0,927.25,923.3499755859375,924.1500244140625,515651
2022-12-26 08:45:00,927.2999877929688,932.9500122070312,926.0,926.9000244140625,962967
2022-12-26 09:45:00,928.7000122070312,930.1500244140625,926.7000122070312,927.0499877929688,259539
2022-12-27 03:45:00,927.4000244140625,937.7999877929688,922.5999755859375,932.4000244140625,0
2022-12-27 04:45:00,927.25,929.4000244140625,925.0499877929688,927.2000122070312,408385
2022-12-27 05:45:00,927.2999877929688,929.2999877929688,925.7000122070312,927.1500244140625,272678
2022-12-27 06:45:00,925.75,927.8499755859375,923.2999877929688,927.2999877929688,394083
2022-12-27 07:45:00,932.6500244140625,932.9500122070312,925.5,925.7000122070312,500879
2022-12-27 08:45:00,931.2000122070312,934.0,926.0499877929688,932.5999755859375,508620
2022-12-27 09:45:00,932.2000122070312,934.0,930.9000244140625,931.2000122070312,339851
2022-12-28 03:45:00,936.3499755859375,937.4000244140625,928.25,930.9500122070312,0
2022-12-28 04:45:00,933.9500122070312,936.7000122070312,930.0999755859375,936.3499755859375,524771
2022-12-28 05:45:00,934.5,934.9000244140625,932.0999755859375,933.9500122070312,480818
2022-12-28 06:45:00,933.0999755859375,935.5,932.4000244140625,934.4500122070312,690560
2022-12-28 07:45:00,932.8499755859375,935.5,932.25,933.2000122070312,412985
2022-12-28 08:45:00,923.4500122070312,933.7999877929688,923.2000122070312,932.9000244140625,1330890
2022-12-28 09:45:00,922.2999877929688,924.9500122070312,921.4500122070312,923.5,1259427
2022-12-29 03:45:00,918.75,922.1500244140625,915.9000244140625,922.1500244140625,0
2022-12-29 04:45:00,920.2999877929688,922.75,917.7000122070312,918.75,909452
2022-12-29 05:45:00,920.7000122070312,922.4000244140625,919.0,920.2999877929688,406375
2022-12-29 06:45:00,925.4000244140625,925.5,920.2999877929688,920.75,609686
2022-12-29 07:45:00,925.4000244140625,927.5,922.4500122070312,925.25,739972
2022-12-29 08:45:00,935.9000244140625,937.0,925.0,925.1500244140625,5269532
2022-12-29 09:45:00,934.5499877929688,941.7000122070312,934.3499755859375,936.0,3278198
2022-12-30 03:45:00,937.7000122070312,943.5,935.5999755859375,941.9000244140625,0
2022-12-30 04:45:00,936.6500244140625,941.6500244140625,936.3499755859375,937.7000122070312,391898
2022-12-30 05:45:00,935.2000122070312,937.0,934.0999755859375,936.7000122070312,450873
2022-12-30 06:45:00,933.5,938.5,933.0999755859375,934.9500122070312,469446
2022-12-30 07:45:00,936.8499755859375,938.0,931.5,933.1500244140625,399074
2022-12-30 08:45:00,933.2000122070312,940.0,930.4000244140625,936.9500122070312,715342
2022-12-30 09:45:00,934.25,935.7999877929688,932.5,933.0499877929688,419642
2023-01-02 03:45:00,939.0,942.9500122070312,933.75,937.0,0
2023-01-02 04:45:00,940.5,942.9500122070312,938.4000244140625,939.0,384787
2023-01-02 05:45:00,938.9000244140625,941.4000244140625,937.9500122070312,940.5999755859375,254012
2023-01-02 06:45:00,937.4500122070312,939.0499877929688,934.6500244140625,938.9500122070312,464050
2023-01-02 07:45:00,934.7999877929688,937.75,933.5499877929688,937.4500122070312,311401
2023-01-02 08:45:00,939.75,940.4500122070312,931.7999877929688,934.5999755859375,653094
2023-01-02 09:45:00,941.5999755859375,944.9500122070312,939.6500244140625,939.75,707383
2023-01-03 03:45:00,949.9500122070312,951.9000244140625,943.0499877929688,944.5999755859375,0
2023-01-03 04:45:00,952.0,952.9500122070312,949.0999755859375,949.9500122070312,458634
2023-01-03 05:45:00,953.7999877929688,955.5,951.7000122070312,951.9500122070312,741387
2023-01-03 06:45:00,959.8499755859375,959.8499755859375,949.9500122070312,953.5999755859375,992227
2023-01-03 07:45:00,962.7000122070312,965.5,958.2999877929688,959.6500244140625,1540742
2023-01-03 08:45:00,962.8499755859375,965.25,960.5,962.7000122070312,1209915
2023-01-03 09:45:00,961.75,964.3499755859375,960.9500122070312,962.7999877929688,710210
2023-01-04 03:45:00,961.9500122070312,970.0,961.7000122070312,963.5,0
2023-01-04 04:45:00,963.4500122070312,969.2999877929688,962.0,962.0,1392802
2023-01-04 05:45:00,960.0,967.0,960.0,963.4000244140625,1147517
2023-01-04 06:45:00,964.4500122070312,964.7000122070312,959.25,960.0499877929688,910648
2023-01-04 07:45:00,964.7999877929688,966.7000122070312,962.3499755859375,964.5,709362
2023-01-04 08:45:00,957.8499755859375,965.2000122070312,955.0,965.0,1585651
2023-01-04 09:45:00,957.4500122070312,959.0,956.0999755859375,957.8499755859375,689514
2023-01-05 03:45:00,955.5,961.5499877929688,950.6500244140625,959.6500244140625,0
2023-01-05 04:45:00,953.75,956.8499755859375,953.1500244140625,955.5,537206
2023-01-05 05:45:00,949.2999877929688,955.75,948.0,953.5999755859375,633938
2023-01-05 06:45:00,943.2000122070312,950.9500122070312,941.8499755859375,949.75,968339
2023-01-05 07:45:00,942.4000244140625,944.4000244140625,938.4000244140625,943.0499877929688,1194703
2023-01-05 08:45:00,950.0499877929688,950.2999877929688,939.5999755859375,942.4000244140625,1890604
2023-01-05 09:45:00,949.5499877929688,951.7000122070312,949.0,950.0499877929688,662813
2023-01-06 03:45:00,939.7999877929688,950.5499877929688,939.5,947.3499755859375,0
2023-01-06 04:45:00,941.1500244140625,942.7000122070312,936.7999877929688,939.75,834228
2023-01-06 05:45:00,944.75,946.0,940.8499755859375,941.3499755859375,594048
2023-01-06 06:45:00,940.2999877929688,946.75,939.75,944.5999755859375,657073
2023-01-06 07:45:00,937.0,941.7999877929688,935.25,940.25,847333
2023-01-06 08:45:00,940.5999755859375,941.75,934.2999877929688,937.0999755859375,1491641
2023-01-06 09:45:00,939.9000244140625,941.9500122070312,939.9000244140625,940.5999755859375,372731
2023-01-09 03:45:00,947.0499877929688,949.5,941.3499755859375,947.8499755859375,0
2023-01-09 04:45:00,950.1500244140625,950.75,946.0,947.0499877929688,591085
2023-01-09 05:45:00,955.9500122070312,958.7000122070312,948.8499755859375,950.0999755859375,1119832
2023-01-09 06:45:00,954.75,956.9500122070312,952.2999877929688,955.9500122070312,1079679
2023-01-09 07:45:00,954.2999877929688,955.5,950.0499877929688,954.7999877929688,788476
2023-01-09 08:45:00,958.9500122070312,959.6500244140625,953.1500244140625,954.25,1466382
2023-01-09 09:45:00,958.75,959.7999877929688,956.2000122070312,959.0499877929688,713627
2023-01-10 03:45:00,953.8499755859375,963.75,951.6500244140625,963.0,0
2023-01-10 04:45:00,950.4500122070312,955.3499755859375,948.6500244140625,953.8499755859375,980476
2023-01-10 05:45:00,950.6500244140625,951.4000244140625,947.5499877929688,950.4000244140625,729489
2023-01-10 06:45:00,946.9500122070312,953.0,945.5499877929688,950.5999755859375,830160
2023-01-10 07:45:00,948.5,950.6500244140625,946.6500244140625,946.9500122070312,808975
2023-01-10 08:45:00,953.4500122070312,954.0,942.9500122070312,948.5,1458732
2023-01-10 09:45:00,952.1500244140625,954.0,950.4000244140625,953.25,565310
2023-01-11 03:45:00,954.9000244140625,955.2000122070312,942.9000244140625,954.25,0
2023-01-11 04:45:00,951.25,955.0,949.0999755859375,954.9000244140625,1045156
2023-01-11 05:45:00,950.0,952.2999877929688,948.4000244140625,951.25,921284
2023-01-11 06:45:00,947.5,950.3499755859375,946.4000244140625,950.0,973113
2023-01-11 07:45:00,945.0999755859375,948.1500244140625,943.2999877929688,947.5,834145
2023-01-11 08:45:00,949.9000244140625,952.5,944.9500122070312,945.2000122070312,1171015
2023-01-11 09:45:00,949.75,950.75,948.0999755859375,950.0499877929688,517884
2023-01-12 03:45:00,940.0,949.5499877929688,939.1500244140625,949.5499877929688,0
2023-01-12 04:45:00,928.9500122070312,940.4000244140625,928.0,940.4000244140625,1572959
2023-01-12 05:45:00,929.0499877929688,930.3499755859375,926.0999755859375,928.9500122070312,1378527
2023-01-12 06:45:00,927.1500244140625,930.5999755859375,926.3499755859375,929.0999755859375,682118
2023-01-12 07:45:00,928.0999755859375,929.2999877929688,924.0,927.7000122070312,1176148
2023-01-12 08:45:00,935.8499755859375,937.6500244140625,927.7000122070312,928.0999755859375,1733447
2023-01-12 09:45:00,935.5499877929688,936.4000244140625,935.0,935.7999877929688,717078
2023-01-13 03:45:00,924.0,935.0,923.0,935.0,0
2023-01-13 04:45:00,928.2999877929688,929.5,923.0,924.0,1045202
2023-01-13 05:45:00,927.0,929.0999755859375,924.0,928.3499755859375,722088
2023-01-13 06:45:00,933.0,933.25,926.9500122070312,927.0,1221502
2023-01-13 07:45:00,934.5,937.4000244140625,930.0,933.0499877929688,1428809
2023-01-13 08:45:00,933.9000244140625,935.1500244140625,931.4500122070312,934.2999877929688,1497545
2023-01-13 09:45:00,934.1500244140625,935.4500122070312,932.3499755859375,934.25,672672
2023-01-16 03:45:00,932.25,941.75,928.4500122070312,938.9000244140625,0
2023-01-16 04:45:00,926.7000122070312,932.5,926.5999755859375,932.2000122070312,761211
2023-01-16 05:45:00,918.0,926.7000122070312,917.8499755859375,926.7000122070312,1237891
2023-01-16 06:45:00,920.2000122070312,921.0,917.0,918.0,940901
2023-01-16 07:45:00,917.7000122070312,925.0,917.2000122070312,920.25,1282197
2023-01-16 08:45:00,912.75,918.5999755859375,912.4000244140625,917.7000122070312,2774940
2023-01-16 09:45:00,913.1500244140625,914.1500244140625,911.7999877929688,912.7999877929688,1209695
2023-01-17 03:45:00,916.4500122070312,918.0,908.5,914.0,0
2023-01-17 04:45:00,915.0499877929688,919.7000122070312,914.25,916.4500122070312,776592
2023-01-17 05:45:00,916.25,917.9500122070312,912.9000244140625,915.0999755859375,567828
2023-01-17 06:45:00,907.2000122070312,916.2000122070312,906.7000122070312,916.2000122070312,1416324
2023-01-17 07:45:00,912.0,912.4000244140625,906.8499755859375,906.9000244140625,986189
2023-01-17 08:45:00,918.4500122070312,918.5,910.0,911.8499755859375,1255929
2023-01-17 09:45:00,917.7000122070312,919.5,917.4500122070312,918.4500122070312,524958
2023-01-18 03:45:00,921.5499877929688,923.4000244140625,913.2999877929688,920.2000122070312,0
2023-01-18 04:45:00,918.4000244140625,921.5499877929688,917.0,921.5499877929688,515766
2023-01-18 05:45:00,918.5499877929688,920.7999877929688,916.7999877929688,918.4000244140625,540936
2023-01-18 06:45:00,919.0,919.7000122070312,917.9500122070312,918.5499877929688,564768
2023-01-18 07:45:00,917.75,919.0499877929688,916.2999877929688,919.0,535264
2023-01-18 08:45:00,922.5999755859375,925.0,917.2999877929688,917.9000244140625,1259331
2023-01-18 09:45:00,925.4500122070312,925.5999755859375,922.5499877929688,922.5999755859375,615082
2023-01-19 03:45:00,929.5999755859375,938.0,920.9500122070312,922.5499877929688,0
2023-01-19 04:45:00,925.7000122070312,931.0,925.6500244140625,929.5999755859375,746898
2023-01-19 05:45:00,926.25,928.7000122070312,923.6500244140625,925.7000122070312,536613
